ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Accesorio turbo chef cesta med 16.5cmx36.2cmx1.3cm mod ngc-1278;483000;1;0;;;;;GHTA-NGC1278;;TURBOCHEF;;;;16,50;16,50;16,50;0,194123;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-NGC1278.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:16.5  CM&Alto:1.3  CM&Largo:36.2  CM&Peso:0  GR;;;
;Accesorio kitchenaid molino de frutas y verduras mod 5fvsp;750000;1;0;;;;;GM-5FVSP;;KITCHENAID;50946426143;;;23,00;23,00;23,00;2,711125;5;;;;;;;;IDEAL PARA PREPARAR DELICIOSAS MERMELADAS, COMPOTAS Y TODO TIPO DE SALSAS DULCES Y SALADAS, SEPARANDO SEMILLAS, TALLOS Y CáSCARAS. SE UTILIZA CON EL ACCESORIO PICADOR (FGA)., ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GM-5FVSP.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:23  CM&Alto:23  CM&Largo:20.5  CM&Peso:960  GR;;;
;Accesorio kitchenaid extractor de jugo mod ksm1ja;2032000;1;0;;;;;GE-KSM1JA;;KITCHENAID;883049325743;;;18,00;18,00;18,00;4,140000;0;;;;;;;;EL EXTRACTOR DE JUGOS Y SALSAS CUENTA CON TECNOLOGíA PATENTADA DE LICUADO EN DOS ETAPAS QUE PERMITE UNA MáXIMA EXTRACCIóN DE ZUMO Y CONSERVACIóN DE NUTRITIENTES, SEPARANDO LA PULPA PARA APROVECHARLA EN OTRAS PREPARACIONES. COMPATIBLE CON TODAS LAS BATIDORAS KITCHENAID., ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GE-KSM1JA.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:18  CM&Alto:24  CM&Largo:26.5  CM&Peso:4140  GR;;;
;Accesorio turbo chef kit parrilla panini y bandeja mod enc-3017;1707000;1;0;;;;;GHTA-ENC3017;;TURBOCHEF;;;;35,50;35,50;35,50;0,845344;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-ENC3017.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:35.5  CM&Alto:2.5  CM&Largo:38.1  CM&Peso:0  GR;;;
;Accesorio turbo chef chefcomm pro full acceso con usb smart mod con-7006;749000;1;0;;;;;GHTA-CON7006;;TURBOCHEF;;;;20,00;20,00;20,00;0,460000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-CON7006.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:20  CM&Alto:4  CM&Largo:23  CM&Peso:0  GR;;;
;Accesorio turbo chef cesta med 363mmx343mmx25mm mod 100011;394000;1;0;;;;;GHTA-100011;;TURBOCHEF;;;;36,30;36,30;36,30;0,778181;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100011.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:36.3  CM&Alto:2.5  CM&Largo:34.3  CM&Peso:0  GR;;;
;Accesorio turbo chef kit panini grill estante/bandeja p/horno sota mod i13221;1707000;1;0;;;;;GHTA-I13221;;TURBOCHEF;;;;22,00;22,00;22,00;0,385000;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-I13221.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:22  CM&Alto:2  CM&Largo:35  CM&Peso:0  GR;;;
;Accesorio turbo chef pantalla de cocina med 35.6cmx35.6cm mod 100019;111000;1;0;;;;;GHTA-100019;;TURBOCHEF;;;;35,60;35,60;35,60;1,584200;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100019.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:35.6  CM&Alto:5  CM&Largo:35.6  CM&Peso:0  GR;;;
;Accondicionadores de aire tokyo mod 60chr1 60000btu/h piso/techo gas ecologico r410a fc/c-desc. superior;10633000;1;0;;;;;257;;TOKYO;;;;153,00;153,00;153,00;1152,090000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH20-PT-60CHR1N.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:153  CM&Alto:120  CM&Largo:251  CM&Peso:GR;;;
;Acondicionador de aire extense cae20-12chr1 12000btu c/control kit incluido;1974000;1;0;;;;;264;;TOKYO;;;;71,50;71,50;71,50;251,286750;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE20-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Frecuencia electrica:50  HERTZ&Tension electrica:220-240  VOLTIOS&Ancho:71.5  CM&Alto:85.2  CM&Largo:165  CM&Peso:42000  GR;;;
;Acondicionador de aire  tokyo extense 36000btu;7357000;1;0;;;;;272;;TOKYO;;;;55,00;55,00;55,00;448,810313;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAE20-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:55  CM&Alto:133.5  CM&Largo:244.5  CM&Peso:87000  GR;;;
;Acondicionador de aire portatil tokyo tokport12b 12000btu control remoto;2306000;1;0;;;;;AATOKPORT19-12CHR1;;TOKYO;7841175012411;;;52,00;52,00;52,00;51,772500;5;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LA MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOKPORT19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES PORTATILES&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Frecuencia electrica:50  HERTZ&Tension electrica:220-240  VOLTIOS&Ancho:52  CM&Alto:45  CM&Largo:88.5  CM&Peso:36500  GR;;;
;Acondicionador de aire portatil tokyo tokport12b 12000btu control remoto;2379000;1;0;;;;;AATOKPORT20-12CHR1;;TOKYO;7841175014484;;;52,00;52,00;52,00;51,772500;50;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA úLTIMA TECNOLOGíA CON LA MáS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LíDER EN CLIMATIZACIóN;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOKPORT20-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES PORTATILES&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:52  CM&Alto:45  CM&Largo:88.5  CM&Peso:36500  GR;;;
;Acondicionador de aire  mod 5r1f-r(u) 60000btu/h piso/techo gas ecologico r410a fc/c-desc. lateral;10633000;1;0;;;;;282;;TOKYO;;;;117,00;117,00;117,00;1370,896313;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCA20-PT-5R1F-R(U).jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:117  CM&Alto:172.5  CM&Largo:271.7  CM&Peso:161000  GR;;;
;Acondicionador de aire tokyo extense ionic eae20-18chr1 18000btu c/control kit incluido;3331000;1;0;;;;;263;;TOKYO;;;;77,00;77,00;77,00;319,488400;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAE20-I18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Frecuencia electrica:50  HERTZ&Tension electrica:220-240  VOLTIOS&Ancho:77  CM&Alto:90.2  CM&Largo:184  CM&Peso:52000  GR;;;
;Acondicionador de aire tokyo cassette round flow slim f/c60000btu cch18-cs-60chr1 desc vert 380v/3/50hz;10633000;1;0;;;;;266;;TOKYO;;;;168,00;168,00;168,00;882,000000;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH20-CS-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:168  CM&Alto:125  CM&Largo:168  CM&Peso:133000  GR;;;
;Acondicionador de aire tokyo extense ionic eae20-36chr1 36000btu;7433000;1;0;;;;;267;;TOKYO;;;;55,00;55,00;55,00;448,810313;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAE20-I36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:55  CM&Alto:133.5  CM&Largo:244.5  CM&Peso:87000  GR;;;
;Acondicionador de aire tokyo extense ionic eae20-i12chr1 12000btu c/control kit incluido;2086000;1;0;;;;;260;;TOKYO;;;;71,50;71,50;71,50;251,286750;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAE20-I12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:71.5  CM&Alto:85.2  CM&Largo:165  CM&Peso:42000  GR;;;
;Acondicionadores  de aire extense eae20-24chr1 24000btu c/control kit incluido;4749000;1;0;;;;;262;;TOKYO;;;;82,00;82,00;82,00;425,511120;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAE20-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:82  CM&Alto:104.2  CM&Largo:199.2  CM&Peso:66000  GR;;;
;Acondicionador de aire tokyo piso/techo ech20-pt-36chr1 36000btu f/c-220v/1p/50hz;8234000;1;0;;;;;274;;TOKYO;;;;190,00;190,00;190,00;624,150000;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH20-PT-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:190  CM&Alto:146  CM&Largo:90  CM&Peso:102800  GR;;;
;Acondicionadores de aire techo suspendido lg inverter ,48.000 btu/h, f/c, 220-240v-1f-50/60hz + control;14939000;1;0;;;;;252;;LG;;;;285,50;285,50;285,50;1560,536576;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC19-PT-48CHR1.jpg;;;Marca:LG&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:285.5  CM&Alto:177.9  CM&Largo:122.9  CM&Peso:100000  GR;;;
;Acondicionadores de aire  tokyo extense ionic cae20-24chr1 24000btu c/control kit incluido;4801000;1;0;;;;;261;;TOKYO;;;;82,00;82,00;82,00;425,511120;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE20-I24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:82  CM&Alto:104.2  CM&Largo:199.2  CM&Peso:66000  GR;;;
;Acondicionadores de aire lg inverter, 48.000 btu/h, f/c,-220-240v-1f-50/60hz;13443000;1;0;;;;;255;;LG;;;;204,20;204,20;204,20;984,766752;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGE19-C-48CHR1.jpg;;;Marca:LG&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:204.2  CM&Alto:236.4  CM&Largo:81.6  CM&Peso:134000  GR;;;
;Acondicionadores de aire tokyo cassette 4 vias f/c12000btu ech18-c-12chr1 desc horiz 2200v/50hz;4557000;1;0;;;;;224;;TOKYO;;;;101,00;101,00;101,00;403,596000;20;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:101  CM&Alto:96  CM&Largo:166.5  CM&Peso:61500  GR;;;
;Acondicionadores de aire tokyo cassette 4 vias inverter ech18-ci-60chr1 60000btu f/c horiz 220v/1p/50hz;13185000;1;0;;;;;237;;TOKYO;;;;188,40;188,40;188,40;905,973210;0;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:188.4  CM&Alto:145.5  CM&Largo:132.2  CM&Peso:141500  GR;;;
;Acondicionadores de aire tokyo cassette 4 v�as inverter ech18-ci-18chr1 18000btu f/c horiz 220v/1p/50hz;7595000;1;0;;;;;233;;TOKYO;;;;191,00;191,00;191,00;657,302625;0;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:191  CM&Alto:103.5  CM&Largo:133  CM&Peso:78000  GR;;;
;Acondicionadores de aire tokyo cassette 4 v�as inverter ech18-ci-48chr1 48000btu f/c horiz 220v/1p/50hz;11645000;1;0;;;;;236;;TOKYO;;;;188,40;188,40;188,40;905,973210;50;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:188.4  CM&Alto:145.5  CM&Largo:132.2  CM&Peso:141500  GR;;;
;Acondicionadores de aire tokyo ducto vertical f/c 48000btu mod ech18-dv-48chr1 220v/50hz;9367000;1;0;;;;;184;;TOKYO;;;;132,00;132,00;132,00;936,779250;20;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-DV-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:132  CM&Alto:209.5  CM&Largo:135.5  CM&Peso:142000  GR;;;
;Acondicionadores de aire tokyo extense 12 mts 24000btu cafh19-24chr1 kit incluido;4052000;1;0;;;;;242;;TOKYO;;;;142,50;142,50;142,50;479,111719;0;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:142.5  CM&Alto:101.5  CM&Largo:132.5  CM&Peso:66000  GR;;;
;Acondicionadores de aire tokyo cassette round flow slim f/c48000btu ech18-cs-48chr1 desc vert 220v/50hz;9367000;1;0;;;;;227;;TOKYO;;;;168,00;168,00;168,00;882,000000;20;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:168  CM&Alto:125  CM&Largo:168  CM&Peso:127500  GR;;;
;Acondicionadores de aire tokyo optima inverter 12000btu ctfh18-12chc/control kit incluido;2835000;1;0;;;;;254;;TOKYO;;;;172,00;172,00;172,00;287,016400;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-12CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:172  CM&Alto:74  CM&Largo:90.2  CM&Peso:34400  GR;;;
;Acondicionadores de aire tokyo extense cae19-18chr1 18000btu c/control kit incluido;3061000;1;0;;;;;245;;TOKYO;;;;77,00;77,00;77,00;319,488400;0;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN, ;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Ancho:77  CM&Alto:90.2  CM&Largo:184  CM&Peso:52000  GR;;;
