ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Acondicionador de aire cassette on/off 36.000 btu r410 (50hz) 380-415v/3ph/50hz;10481000;1;0;;;;;333;;HITACHI;;;;116,60;116,60;116,60;729,281987;5;;;;;;;;¡OLVÍDATE DEL CALOR CON ESTE INCREÍBLE AIRE HITACHI!, GRAN CAPACIDAD, MAYOR RENDIMIENTO PARA GRANDES SUPERFICIES. PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCAON364855.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAH-EC-36CHR4.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAH-CC-36CHR4.jpg;;;Marca:HITACHI&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:36.000  BTU&Tension electrica:380-415  VOLTIOS&Ancho:116.6  CM&Alto:218.5  CM&Largo:114.5  CM&Peso:121000  GR;;;
;Acondicionador de aire cassette slim, marca aux, 60000 btu/h, 380-415v-3ph-50hz;12658000;1;0;;;;;343;;AUX;;;;237,00;237,00;237,00;3379,590375;50;;;;;;;;AIRE ACONDICIONADO CASSETTE SLIM AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAXCAR.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAE20-CS-60CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-CS-60CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:60.000  BTU&Tension electrica:380-415  VOLTIOS&Ancho:237  CM&Alto:189.5  CM&Largo:301  CM&Peso:141000  GR;;;
;Acondicionador de aire split cassette slim circular, marca aux, 36000 btu/h, 380v-415v/50hz/3ph;10329000;1;0;;;;;286;;AUX;;;;141,00;141,00;141,00;847,339500;20;;;;;;;;AIRE ACONDICIONADO SPLIT CASSETTE SLIM CIRCULAR AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-CS-36CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-CS-36CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:36.000  BTU&Tension electrica:380-415  VOLTIOS&Ancho:141  CM&Alto:119  CM&Largo:202  CM&Peso:150000  GR;;;
;Acondicionador de aire split cassette slim circular, marca  aux, 18000 btu/h, 220-240v-1ph-50hz;6279000;1;0;;;;;284;;AUX;;;;208,00;208,00;208,00;1350,414000;5;;;;;;;;AIRE ACONDICIONADO CASSETTE SLIM AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAXCAR.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAE20-CS-18CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-CS-18CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:18.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:208  CM&Alto:99.5  CM&Largo:261  CM&Peso:22000  GR;;;
;Acondicionador de aire split cassette slim circular, marca aux, 24000 btu/h, 220-240v-1ph-50hz;7562000;1;0;;;;;285;;AUX;;;;134,00;134,00;134,00;648,694000;5;;;;;;;;AIRE ACONDICIONADO CASSETTE SLIM AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-CS-24CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-CS-24CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:24.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:134  CM&Alto:103  CM&Largo:188  CM&Peso:85000  GR;;;
;Acondicionador de aire split ducto slim silueta baja, marca aux, 36.000 btu/h, 380-415v/3ph/50hz;11171000;1;0;;;;;294;;AUX;;;;128,00;128,00;128,00;868,992000;5;;;;;;;;AIRE ACONDICIONADO SPLIT DUCTO SLIM AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-ALMD-H365R1F-R.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-AL-H365R1F-R(U).jpg;;;Marca:AUX&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Capacidad:36.000  BTU&Ancho:128  CM&Alto:124  CM&Largo:219  CM&Peso:114000  GR;;;
;Acondicionador de aire split cassette 36.000 btu/h, round flow 380-415v/3ph/50hz;9083000;1;0;;;;;359;;TOKYO;;;;140,00;140,00;140,00;830,130000;5;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA úLTIMA TECNOLOGíA CON LA MáS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LíDER EN CLIMATIZACIóN.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCAROU36.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATEA21-CS-36CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCA21-CS-36CHR1(1).jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Capacidad:36.000  BTU&Ancho:140  CM&Alto:118  CM&Largo:201  CM&Peso:2  GR;;;
;Acondicionador de aire split pared york 18.000btu on/off c/ control 50hz 220v-240v;4708000;1;0;;;;;316;;YORK;;;;77,00;77,00;77,00;330,204875;50;;;;;;;;AHORRO ENERGÉTICO., LOS EQUIPOS CUMPLEN CON LAS MáS ALTAS CALIFICACIONES DE EFICIENCIA ENERGéTICA Y ESTáNDARES DE CALIDAD, PROPORCIONANDO MENOR CONSUMO ENERGéTICO SIN SACRIFICAR SU RENDIMIENTO., DISEÑO MODERNO Y ELEGANTE., MáS FLEXIBILIDAD PARA SU PROYECTO, LOS EQUIPOS SE, LOS EQUIPOS SE AAPTAN A UNA GRAN VARIEDAD DE ESPACIOS, SEA EN UNA CASA U OFICINA., AMIGABLE CON EL MEDIO AMBIENTE., EL GAS REFRIGERANTE R-410A ES AMIGABLE CON EL MEDIO AMBIENTE, SE ENFRíA Y SE CALIENTA DE FORMA MáS EFICIENTE SIN DESTRUIR LA CAPA DE OZONO., OPERACIÓN SILENCIOSA., LA CONDENSADORA (UNIDAD EXTERNA) Y EVAPORADORA (UNIDAD INTERNA) ESTáN DISEñADAS PARA UN FUNCIONAMIENTO SILENCIOSO., WIFI READY (OPCIONAL)., ;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAYORE-18XE-CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAYORC-18YE-CHR1.jpg;;;Marca:YORK&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:18.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:77  CM&Alto:91  CM&Largo:188.5  CM&Peso:58800  GR;;;
;Acondicionador de aire split pared york 30.000btu r410a sin kit de instalacion 220v/50hz;8156000;1;0;;;;;329;;YORK;;;;81,00;81,00;81,00;454,693500;50;;;;;;;;AHORRO ENERGÉTICO., LOS EQUIPOS CUMPLEN CON LAS MáS ALTAS CALIFICACIONES DE EFICIENCIA ENERGéTICA Y ESTáNDARES DE CALIDAD, PROPORCIONANDO MENOR CONSUMO ENERGéTICO SIN SACRIFICAR SU RENDIMIENTO., DISEÑO MODERNO Y ELEGANTE., MáS FLEXIBILIDAD PARA SU PROYECTO, LOS EQUIPOS SE, LOS EQUIPOS SE AAPTAN A UNA GRAN VARIEDAD DE ESPACIOS, SEA EN UNA CASA U OFICINA., AMIGABLE CON EL MEDIO AMBIENTE., EL GAS REFRIGERANTE R-410A ES AMIGABLE CON EL MEDIO AMBIENTE, SE ENFRíA Y SE CALIENTA DE FORMA MáS EFICIENTE SIN DESTRUIR LA CAPA DE OZONO., OPERACIÓN SILENCIOSA., LA CONDENSADORA (UNIDAD EXTERNA) Y EVAPORADORA (UNIDAD INTERNA) ESTáN DISEñADAS PARA UN FUNCIONAMIENTO SILENCIOSO., WIFI READY (OPCIONAL).;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAYORC-30XECBFH-RX.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAYORC-30YECBFHO-X.jpg;;;Marca:YORK&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Frecuencia electrica:50  HERTZ&Capacidad:30.000  BTU&Ancho:81  CM&Alto:103  CM&Largo:218  CM&Peso:68000  GR;;;
;Acondicionador de aire split piso techo slim, marca aux, 36000 btu/h, 380v-415v/50hz/3ph;9114000;1;0;;;;;290;;AUX;;;;126,00;126,00;126,00;918,382500;5;;;;;;;;AIRE ACONDICIONADO SPLIT PISO TECHO AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-PT-36CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-PT-36CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:36.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:126  CM&Alto:119  CM&Largo:245  CM&Peso:115000  GR;;;
;Acondicionador de aire tokyo casette slim f/c36000btu ech21-cs-36chr1 desc vertic 220v/50hz;10561000;1;0;;;;;350;;TOKYO;;;;150,00;150,00;150,00;554,925000;20;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA úLTIMA TECNOLOGíA CON LA MáS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LíDER EN CLIMATIZACIóN.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCARSLI36.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATECH21-CS-36CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCCH21-CS-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:150  CM&Alto:98  CM&Largo:151  CM&Peso:91400  GR;;;
;Acondicionador de aire split piso techo slim, marca aux, 24000 btu/h, 220-240v-1ph-50hz;7729000;1;0;;;;;289;;AUX;;;;115,00;115,00;115,00;670,766250;20;;;;;;;;OLVIDATE DEL CALOR CON ESTE INCREíBLE AIRE AUX DE 24.000 BTU.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-PT-24CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-PT-24CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:220-240  VOLTIOS&Capacidad:24.000  BTU&Ancho:115  CM&Alto:101  CM&Largo:231  CM&Peso:67000  GR;;;
;Acondicionador de aire split piso techo slim, marca aux, 60000 btu/h,380v-415v/50hz/3ph;12026000;1;0;;;;;292;;AUX;;;;118,50;118,50;118,50;1441,256250;20;;;;;;;;AIRE ACONDICIONADO SPLIT PISO TECHO AUX PROPORCIONA UN ENFRIAMIENTO POTENTE QUE ALCANZA LA TEMPERATURA DESEADA MUCHO MáS RáPIDO.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AAAE20-PT-60CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AAAC20-PT-60CHR1.jpg;;;Marca:AUX&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:60.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:118.5  CM&Alto:175  CM&Largo:278  CM&Peso:161000  GR;;;
;Acondicionador de aire tokyo casette slim f/c60000btu cch21-cs-60chr1 desc vert 380v/3/50hz;15398000;1;0;;;;;355;;TOKYO;;;;168,00;168,00;168,00;844,662000;20;;;;;;;;¡OLVÍDATE DEL CALOR CON ESTE INCREÍBLE AIRE TOKYO!, DE GRAN CAPACIDAD, MAYOR RENDIMIENTO, MAYOR ENFRIAMIENTO EN MENOR TIEMPO Y MAYOR VIDA úTIL.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCARSLI60.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATECH21-CS-60CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCCH21-CS-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Frecuencia electrica:380-415  VOLTIOS&Frecuencia electrica:50  HERTZ&Espejado:60.000  BTU&Ancho:168  CM&Alto:119  CM&Largo:169  CM&Peso:128000  GR;;;
;Acondicionador de aire tokyo cassette 4 v�as inverter 24000 btu  220v-240v/50hz/1ph;8675000;1;0;;;;;269;;TOKYO;;;;237,00;237,00;237,00;1926,365625;20;;;;;;;;¡OLVÍDATE DEL CALOR CON ESTE INCREÍBLE AIRE TOKYO!, DE GRAN CAPACIDAD, MAYOR RENDIMIENTO, MAYOR ENFRIAMIENTO EN MENOR TIEMPO Y MAYOR VIDA úTIL., ;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOETFH20-C-24CHRI1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATOCTFH20-C-24CHRI1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATOCAIN24.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:24.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:237  CM&Alto:112.5  CM&Largo:289  CM&Peso:82500  GR;;;
;Acondicionador de aire tokyo 13seer p/ducto vertical f/c 48000btu cm16-48dv13schr 380-415v/3ph/50hz;12130000;1;0;;;;;142;;TOKYO;;;;136,00;136,00;136,00;1098,812000;5;;;;;;;;LOS ACONDICIONADORES DE AIRE TOKYO COMBINAN LA ULTIMA TECNOLOGIA CON LAS MAS ALTA EFICIENCIA Y EL RESPALDO DE LA MARCA LIDER EN CLIMATIZACIóN;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATEM16-48DV13SCHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCM16-48DV13SCHR1.jpg;;;Marca:TOKYO&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Tension electrica:380-415  VOLTIOS&Frecuencia electrica:50  HERTZ&Capacidad:48.000  BTU&Ancho:136  CM&Alto:226  CM&Largo:143  CM&Peso:182000  GR;;;
;Acondicionador de aire tokyo cassette 4 v�as inverter ech18-ci-36chr1 36000btu f/c horiz 380v-415v/3p/50hz;10561000;1;0;;;;;235;;TOKYO;;;;243,50;243,50;243,50;2457,554188;50;;;;;;;;¡OLVIDATE DEL CALOR CON ESTE INCREÍBLE AIRE TOKYO!, DE GRAN CAPACIDAD, DISEñO SLIM, GAS ECO R410. AUTO RESTART, MODO FRíOCALOR. INSUFLAMIENTO DE AIRE EN 4 DIRECCIONES. DOBLE BALANCEO MOTOR, GRAN áNGULO DE OSCILACIóN. BOMBA PARA DRENAJE.;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCAIN3648.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATECH18-CI-36CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCCH18-CI-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:36.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:243.5  CM&Alto:131.5  CM&Largo:307  CM&Peso:107000  GR;;;
;Acondicionador de aire tokyo cassette 60.000 btu/h, 380-415v-3ph-50hz;15398000;1;0;;;;;371;;TOKYO;;;;177,50;177,50;177,50;842,071094;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOEAX21-CS-60CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATOCAX21-CS-60CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATOCAFL60.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:177.5  CM&Alto:117.5  CM&Largo:161.5  CM&Peso:141000  GR;;;
;Acondicionador de aire tokyo cassette 4 v�as inverter ech18-ci-48chr1 48000btu f/c horiz 380v-415v/3p/50hz;12219000;1;0;;;;;236;;TOKYO;;;;132,20;132,20;132,20;1092,771810;50;;;;;;;;¡OLVÍDATE DEL CALOR CON ESTE INCREÍBLE AIRE TOKYO!, DE GRAN CAPACIDAD, MAYOR RENDIMIENTO, MAYOR ENFRIAMIENTO EN MENOR TIEMPO Y MAYOR VIDA úTIL., ;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/AATOCAR.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATECH18-CI-48CHR1.jpg&http://181.40.23.235:8199/files/imagenes/productos/AATCCH18-CI-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Capacidad:48.000  BTU&Tension electrica:220-240  VOLTIOS&Ancho:132.2  CM&Alto:175.5  CM&Largo:188.4  CM&Peso:141500  GR;;;
