ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Ablandador de carne skymsen mod abn-hd inox heavy duty 1/2 hp 220v/50 hz;7818000;1;0;;;;;GACS-ABN;;SKYMSEN;;;;51,00;51,00;51,00;28,00;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GACS-ABN.jpg;;;Marca:SKYMSEN&Producto:REBANADORES COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:51  CM&Alto:31  CM&Largo:59  CM&Peso:28000  GR;;;
;Abridora. aplastadora. formadora de masas skymsen mod amp-500 1/2hp 220v/50hz;19528000;1;0;;;;;GAAFMS-AMP5;;SKYMSEN;;;;77,00;77,00;77,00;172,79;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GAAFMS-AMP5.jpg;;;Marca:SKYMSEN&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:77  CM&Alto:88  CM&Largo:102  CM&Peso:13200  GR;;;
;Accesorio kitchenaid exprimidor de frutas mod je;311000;1;0;;;;;GE-JE;;KITCHENAID;;;;12,00;12,00;12,00;1,17;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GE-JE.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:12  CM&Alto:23  CM&Largo:17  CM&Peso:540  GR;;;
;Accesorio kitchenaid extractor de jugo mod ksm1ja;2032000;1;0;;;;;GE-KSM1JA;;KITCHENAID;;;;18,00;18,00;18,00;4,14;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GE-KSM1JA.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:18  CM&Alto:24  CM&Largo:26.5  CM&Peso:4140  GR;;;
;Accesorio kitchenaid cortador en espiral mod ksm1apc;1250000;1;0;;;;;GC-KSM1APC;;KITCHENAID;;;;7,40;7,40;7,40;1,00;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GC-KSM1APC.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:7.4  CM&Alto:31.4  CM&Largo:14.7  CM&Peso:1000  GR;;;
;Accesorio kitchenaid molino de frutas y verduras mod 5fvsp;750000;1;0;;;;;GM-5FVSP;;KITCHENAID;;;;23,00;23,00;23,00;2,71;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GM-5FVSP.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial&Ancho:23  CM&Alto:23  CM&Largo:20.5  CM&Peso:960  GR;;;
;Accesorio turbo chef cesta med 16.5cmx36.2cmx1.3cm mod ngc-1278;468000;1;0;;;;;GHTA-NGC1278;;TURBOCHEF;;;;16,50;16,50;16,50;0,19;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-NGC1278.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:16.5  CM&Alto:1.3  CM&Largo:36.2  CM&Peso:0  GR;;;
;Accesorio turbo chef cesta med 363mmx343mmx25mm mod 100011;379000;1;0;;;;;GHTA-100011;;TURBOCHEF;;;;36,30;36,30;36,30;0,78;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100011.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:36.3  CM&Alto:2.5  CM&Largo:34.3  CM&Peso:0  GR;;;
;Accesorio turbo chef chefcomm pro full acceso con usb smart mod con-7006;749000;1;0;;;;;GHTA-CON7006;;TURBOCHEF;;;;20,00;20,00;20,00;0,46;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-CON7006.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:20  CM&Alto:4  CM&Largo:23  CM&Peso:0  GR;;;
;Acondicionador de aire portatil tokyo tokport12b 12000btu control remoto;2306000;1;0;;;;;AATOKPORT19-12CHR1;;TOKYO;;;;52,00;52,00;52,00;51,77;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOKPORT19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES PORTATILES&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:52  CM&Alto:45  CM&Largo:88.5  CM&Peso:36500  GR;;;
;Accesorio turbo chef kit panini grill estante/bandeja p/horno sota mod i13221;1707000;1;0;;;;;GHTA-I13221;;TURBOCHEF;;;;22,00;22,00;22,00;0,39;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-I13221.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:22  CM&Alto:2  CM&Largo:35  CM&Peso:0  GR;;;
;Accesorio turbo chef pantalla de cocina med 35.6cmx35.6cm mod 100019;96000;1;0;;;;;GHTA-100019;;TURBOCHEF;;;;35,60;35,60;35,60;1,58;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100019.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:35.6  CM&Alto:5  CM&Largo:35.6  CM&Peso:0  GR;;;
;Accesorio turbo chef kit parrilla panini y bandeja mod enc-3017;1707000;1;0;;;;;GHTA-ENC3017;;TURBOCHEF;;;;35,50;35,50;35,50;0,85;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-ENC3017.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&Ancho:35.5  CM&Alto:2.5  CM&Largo:38.1  CM&Peso:0  GR;;;
;Acondicionadores de aire  optima inverter 24000btu ctfh18-24chc/control kit incluido;5215000;1;0;;;;;201;;TOKYO;;;;200,40;200,40;200,40;364,44;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCTFH18-24CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:200.4  CM&Alto:77.8  CM&Largo:93.5  CM&Peso:58000  GR;;;
;Acondicionadores de aire lg inverter, 48.000 btu/h, f/c,-220-240v-1f-50/60hz;60000;1;0;;;;;255;;LG;;;;204,20;204,20;204,20;984,77;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGE19-C-48CHR1.jpg;;;Marca:LG&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:204.2  CM&Alto:236.4  CM&Largo:81.6  CM&Peso:134000  GR;;;
;Acondicionadores de aire tokyo casete inverter ech18-ci-48chr1 48000btu f/c horiz 220v/1p/50hz;10502000;1;0;;;;;236;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:188.4  CM&Alto:145.5  CM&Largo:132.2  CM&Peso:141500  GR;;;
;Acondicionadores de aire tokyo  extense cae19-36chr1 36000btu kit incluido;121000;1;0;;;;;247;;TOKYO;;;;55,00;55,00;55,00;448,81;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:55  CM&Alto:133.5  CM&Largo:244.5  CM&Peso:87000  GR;;;
;Acondicionadores de aire tokyo casete inverter ech18-ci-60chr1 60000btu f/c horiz 220v/1p/50hz;11731000;1;0;;;;;237;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:188.4  CM&Alto:145.5  CM&Largo:132.2  CM&Peso:141500  GR;;;
;Acondicionadores de aire tokyo casete inverter ech18-ci-18chr1 18000btu f/c horiz 220v/1p/50hz;5766000;1;0;;;;;233;;TOKYO;;;;191,00;191,00;191,00;657,30;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:191  CM&Alto:103.5  CM&Largo:133  CM&Peso:78000  GR;;;
;Acondicionadores de aire tokyo casette slim f/c 60000btu ech18-cs-60chr1 desc vert 220v/50hz;10483000;1;0;;;;;228;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:168  CM&Alto:125  CM&Largo:168  CM&Peso:133000  GR;;;
;Acondicionadores de aire tokyo cassette f/c 18000btu ech18-c-18chr1 desc horiz 220v/50hz;4982000;1;0;;;;;225;;TOKYO;;;;125,50;125,50;125,50;490,71;20;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:125.5  CM&Alto:85  CM&Largo:184  CM&Peso:72000  GR;;;
;Acondicionadores de aire tokyo cassette f/c12000btu ech18-c-12chr1 desc horiz 220v/50hz;4255000;1;0;;;;;224;;TOKYO;;;;101,00;101,00;101,00;403,60;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:101  CM&Alto:96  CM&Largo:166.5  CM&Peso:61500  GR;;;
;Acondicionadores de aire tokyo cassette slim f/c48000btu ech18-cs-48chr1 desc vert 220v/50hz;9092000;1;0;;;;;227;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:168  CM&Alto:125  CM&Largo:168  CM&Peso:127500  GR;;;
;Acondicionadores de aire tokyo ducto vertical f/c 48000btu mod ech18-dv-48chr1 220v/50hz;9092000;1;0;;;;;184;;TOKYO;;;;132,00;132,00;132,00;936,78;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-DV-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:132  CM&Alto:209.5  CM&Largo:135.5  CM&Peso:142000  GR;;;
;Acondicionadores de aire tokyo extense 18000btu cafh19-18chr1 kit incluido;3061000;1;0;;;;;241;;TOKYO;;;;192,00;192,00;192,00;346,08;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:192  CM&Alto:78.2  CM&Largo:92.2  CM&Peso:52000  GR;;;
;Acondicionadores de aire tokyo extense 12000btu eafh19-12chr1;1822000;1;0;;;;;240;;TOKYO;;;;162,00;162,00;162,00;237,38;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAFH19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:162  CM&Alto:69.2  CM&Largo:84.7  CM&Peso:40000  GR;;;
;Acondicionadores de aire tokyo extense 12 mts 24000btu cafh19-24chr1 kit incluido;4052000;1;0;;;;;242;;TOKYO;;;;82,00;82,00;82,00;425,51;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:82  CM&Alto:104.2  CM&Largo:199.2  CM&Peso:66000  GR;;;
;Acondicionadores de aire tokyo extense cae19-12chr1 12000btu c/control kit incluido;1822000;1;0;;;;;249;;TOKYO;;;;71,50;71,50;71,50;251,29;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:71.5  CM&Alto:85.2  CM&Largo:165  CM&Peso:42000  GR;;;
;Acondicionadores de aire tokyo mod 60chr1 60000btu/h piso/techo gas ecologico r410a fc/c;40000;1;0;;;;;250;;TOKYO;;;;153,00;153,00;153,00;1152,09;5;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH19-PT-60CHR1N.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:153  CM&Alto:120  CM&Largo:251  CM&Peso:155000  GR;;;
;Acondicionadores de aire tokyo extense cae19-18chr1 18000btu c/control kit incluido;3061000;1;0;;;;;245;;TOKYO;;;;77,00;77,00;77,00;319,49;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:77  CM&Alto:90.2  CM&Largo:184  CM&Peso:52000  GR;;;
;Acondicionadores de aire tokyo extense cae19-24chr1 24000btu c/control kit incluido;4052000;1;0;;;;;248;;TOKYO;;;;82,00;82,00;82,00;425,51;0;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:82  CM&Alto:104.2  CM&Largo:199.2  CM&Peso:66000  GR;;;
;Acondicionadores de aire tokyo piso/techo inverter ech18-pti-48chr1 48000btu f/c 220v/1p/50hz;10502000;1;0;;;;;189;;TOKYO;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&;;;
;Acondicionadores de aire tokyo techo suspendido lg inverter ,48.000 btu/h, f/c, 220-240v-1f-50/60hz + control;40000;1;0;;;;;252;;LG;;;;0,00;0,00;0,00;0,00;5;;;;;;;;;;;;;;;;;;;;Marca:LG&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&;;;
;Afeitadora electrica mod pr1335-bateria recargable led indicador de carga;224000;1;0;;;;;EDRAPR1335-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Acondicionadores de aire tokyo optima inverter 12000btu ctfh18-12chc/control kit incluido;60000;1;0;;;;;254;;TOKYO;;;;172,00;172,00;172,00;287,02;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-12CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:172  CM&Alto:74  CM&Largo:90.2  CM&Peso:34400  GR;;;
;Acondicionadores de aire tokyo mod ca17-pt-48chr1 48000btu/h piso/techo gas ecologico r410a f;9092000;1;0;;;;;153;;TOKYO;;;;115,00;115,00;115,00;1344,35;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCA17-PT-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:115  CM&Alto:167  CM&Largo:280  CM&Peso:166000  GR;;;
;Alisador de pelo remington mod s1305;127000;1;0;;;;;EDRPS1305-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Afeitadora remington rotativa hyperflex aqua mod xr1430;593000;1;0;;;;;EDRAXR1430-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;0;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Aire tipo cassette lg mod aalgc18-pt-60chr1 60000 btu f/c piso/techo gas eco 410a f/c 3;40000;1;0;;;;;206;;LG;;;;0,00;0,00;0,00;0,00;5;;;;;;;;;;;;;;;;;;;;Marca:LG&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&;;;
;Alisador de pelo remington mod s7710 placas de ceramica 150-230nc 220v;286000;1;0;;;;;EDRPS7710-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Afeitadora remington rotativa hyperflex xr1400 cabezalez intercambiables bivolt;478000;1;0;;;;;EDRAXR1400-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Acondicionadores de aire tokyo piso/techo inverter cch18-pti-36chr1 36000btu f/c 380v/3p/50hz;9064000;1;0;;;;;195;;TOKYO;;;;244,50;244,50;244,50;826,84;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-PTI-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:244.5  CM&Alto:167  CM&Largo:81  CM&Peso:114000  GR;;;
;Acondicionadores de aire tokyo optima inverter 18000btu ctfh18-18chc/control kit incluido;3864000;1;0;;;;;256;;TOKYO;;;;184,00;184,00;184,00;319,49;50;;;;;;;;;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-18CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial&Ancho:184  CM&Alto:77  CM&Largo:90.2  CM&Peso:43400  GR;;;
;Alisador remington mod s7300 wet 2 straight ceramica avanzada uso seco y mojado;273000;1;0;;;;;EDRPS7300-N;;REMINGTON;;;;0,00;0,00;0,00;0,00;50;;;;;;;;;;;;;;;;;;;;Marca:REMINGTON&Producto:ALISADORES&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial&;;;
;Amasadora rapida metvisa mod ari15 15lts 2hp 220v;9513000;1;0;;;;;GARM-ARI15;;METVISA;;;;0,00;0,00;0,00;0,00;0;;;;;;;;;;;;;;;;;;;;Marca:METVISA&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial&;;;
