ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Ablandador de carne Skymsen mod abn-hd inox heavy duty 1/2 hp 220v/50 hz;7818000;1;0;;;;;GACS-ABN;;SKYMSEN;;;;51,00;51,00;51,00;28,00;0;;;;;;;; ANCHO:  51  CM  | ALTO:  31  CM   | LARGO:  59  CM  | PESO:  28000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GACS-ABN.jpg;;;Marca:SKYMSEN&Producto:REBANADORES COMERCIALES&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Abridora. aplastadora. formadora de masas Skymsen mod amp-500 1/2hp 220v/50hz;19528000;1;0;;;;;GAAFMS-AMP5;;SKYMSEN;;;;77,00;77,00;77,00;172,79;0;;;;;;;; ANCHO:  77  CM  | ALTO:  88  CM   | LARGO:  102  CM  | PESO:  13200  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GAAFMS-AMP5.jpg;;;Marca:SKYMSEN&Producto:EQUIPOS DE PANADERIA&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio Kitchenaid cortador en espiral mod ksm1apc;1250000;1;0;;;;;GC-KSM1APC;;KITCHENAID;;;;7,40;7,40;7,40;1,00;5;;;;;;;; ANCHO:  7.4  CM  | ALTO:  31.4  CM   | LARGO:  14.7  CM  | PESO:  1000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GC-KSM1APC.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;;
;Accesorio Kitchenaid exprimidor de frutas mod je;311000;1;0;;;;;GE-JE;;KITCHENAID;;;;12,00;12,00;12,00;1,17;0;;;;;;;; ANCHO:  12  CM  | ALTO:  23  CM   | LARGO:  17  CM  | PESO:  540  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GE-JE.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;;
;Accesorio Kitchenaid extractor de jugo mod ksm1ja;2032000;1;0;;;;;GE-KSM1JA;;KITCHENAID;;;;18,00;18,00;18,00;4,14;0;;;;;;;; ANCHO:  18  CM  | ALTO:  24  CM   | LARGO:  26.5  CM  | PESO:  4140  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GE-KSM1JA.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;;
;Accesorio Kitchenaid molino de frutas y verduras mod 5fvsp;750000;1;0;;;;;GM-5FVSP;;KITCHENAID;;;;23,00;23,00;23,00;2,71;5;;;;;;;; ANCHO:  23  CM  | ALTO:  23  CM   | LARGO:  20.5  CM  | PESO:  960  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GM-5FVSP.jpg;;;Marca:KITCHENAID&Producto:ACCESORIOS&Segmento:PEQUE�OS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;;
;Accesorio turbo chef cesta med 16.5cmx36.2cmx1.3cm mod ngc-1278;468000;1;0;;;;;GHTA-NGC1278;;TURBOCHEF;;;;16,50;16,50;16,50;0,19;0;;;;;;;; ANCHO:  16.5  CM  | ALTO:  1.3  CM   | LARGO:  36.2  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-NGC1278.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio turbo chef cesta med 363mmx343mmx25mm mod 100011;379000;1;0;;;;;GHTA-100011;;TURBOCHEF;;;;36,30;36,30;36,30;0,78;0;;;;;;;; ANCHO:  36.3  CM  | ALTO:  2.5  CM   | LARGO:  34.3  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100011.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio turbo chef chefcomm pro full acceso con usb smart mod con-7006;749000;1;0;;;;;GHTA-CON7006;;TURBOCHEF;;;;20,00;20,00;20,00;0,46;5;;;;;;;; ANCHO:  20  CM  | ALTO:  4  CM   | LARGO:  23  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-CON7006.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio turbo chef kit panini grill estante/bandeja p/horno sota mod i13221;1707000;1;0;;;;;GHTA-I13221;;TURBOCHEF;;;;22,00;22,00;22,00;0,39;5;;;;;;;; ANCHO:  22  CM  | ALTO:  2  CM   | LARGO:  35  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-I13221.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio turbo chef kit parrilla panini y bandeja mod enc-3017;1707000;1;0;;;;;GHTA-ENC3017;;TURBOCHEF;;;;35,50;35,50;35,50;0,85;0;;;;;;;; ANCHO:  35.5  CM  | ALTO:  2.5  CM   | LARGO:  38.1  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-ENC3017.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Accesorio turbo chef pantalla de cocina med 35.6cmx35.6cm mod 100019;96000;1;0;;;;;GHTA-100019;;TURBOCHEF;;;;35,60;35,60;35,60;1,58;0;;;;;;;; ANCHO:  35.6  CM  | ALTO:  5  CM   | LARGO:  35.6  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100019.jpg;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;
;Acondicionador de aire portatil Tokyo tokport12b 12000btu control remoto;2306000;1;0;;;;;AATOKPORT19-12CHR1;;TOKYO;;;;52,00;52,00;52,00;51,77;50;;;;;;;; ANCHO:  52  CM  | ALTO:  45  CM   | LARGO:  88.5  CM  | PESO:  36500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOKPORT19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES PORTATILES&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire  optima inverter 24000btu ctfh18-24chc/control kit incluido;5215000;1;0;;;;;201;;TOKYO;;;;200,40;200,40;200,40;364,44;50;;;;;;;; ANCHO:  200.4  CM  | ALTO:  77.8  CM   | LARGO:  93.5  CM  | PESO:  58000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCTFH18-24CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Lg inverter, 48.000 btu/h, f/c,-220-240v-1f-50/60hz;60000;1;0;;;;;255;;LG;;;;204,20;204,20;204,20;984,77;5;;;;;;;; ANCHO:  204.2  CM  | ALTO:  236.4  CM   | LARGO:  81.6  CM  | PESO:  134000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGE19-C-48CHR1.jpg;;;Marca:LG&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo  extense cae19-36chr1 36000btu kit incluido;121000;1;0;;;;;247;;TOKYO;;;;55,00;55,00;55,00;448,81;50;;;;;;;; ANCHO:  55  CM  | ALTO:  133.5  CM   | LARGO:  244.5  CM  | PESO:  87000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-18chr1 18000btu f/c horiz 220v/1p/50hz;5766000;1;0;;;;;233;;TOKYO;;;;191,00;191,00;191,00;657,30;20;;;;;;;; ANCHO:  191  CM  | ALTO:  103.5  CM   | LARGO:  133  CM  | PESO:  78000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-48chr1 48000btu f/c horiz 220v/1p/50hz;10502000;1;0;;;;;236;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;; ANCHO:  188.4  CM  | ALTO:  145.5  CM   | LARGO:  132.2  CM  | PESO:  141500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-60chr1 60000btu f/c horiz 220v/1p/50hz;11731000;1;0;;;;;237;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;; ANCHO:  188.4  CM  | ALTO:  145.5  CM   | LARGO:  132.2  CM  | PESO:  141500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo casette slim f/c 60000btu ech18-cs-60chr1 desc vert 220v/50hz;10483000;1;0;;;;;228;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;; ANCHO:  168  CM  | ALTO:  125  CM   | LARGO:  168  CM  | PESO:  133000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo cassette f/c 18000btu ech18-c-18chr1 desc horiz 220v/50hz;4982000;1;0;;;;;225;;TOKYO;;;;125,50;125,50;125,50;490,71;20;;;;;;;; ANCHO:  125.5  CM  | ALTO:  85  CM   | LARGO:  184  CM  | PESO:  72000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo cassette f/c12000btu ech18-c-12chr1 desc horiz 220v/50hz;4255000;1;0;;;;;224;;TOKYO;;;;101,00;101,00;101,00;403,60;50;;;;;;;; ANCHO:  101  CM  | ALTO:  96  CM   | LARGO:  166.5  CM  | PESO:  61500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo cassette slim f/c48000btu ech18-cs-48chr1 desc vert 220v/50hz;9092000;1;0;;;;;227;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;; ANCHO:  168  CM  | ALTO:  125  CM   | LARGO:  168  CM  | PESO:  127500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo ducto vertical f/c 48000btu mod ech18-dv-48chr1 220v/50hz;9092000;1;0;;;;;184;;TOKYO;;;;132,00;132,00;132,00;936,78;50;;;;;;;; ANCHO:  132  CM  | ALTO:  209.5  CM   | LARGO:  135.5  CM  | PESO:  142000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-DV-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense 12 mts 24000btu cafh19-24chr1 kit incluido;4052000;1;0;;;;;242;;TOKYO;;;;82,00;82,00;82,00;425,51;50;;;;;;;; ANCHO:  82  CM  | ALTO:  104.2  CM   | LARGO:  199.2  CM  | PESO:  66000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense 12000btu eafh19-12chr1;1822000;1;0;;;;;240;;TOKYO;;;;162,00;162,00;162,00;237,38;5;;;;;;;; ANCHO:  162  CM  | ALTO:  69.2  CM   | LARGO:  84.7  CM  | PESO:  40000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAFH19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense 18000btu cafh19-18chr1 kit incluido;3061000;1;0;;;;;241;;TOKYO;;;;192,00;192,00;192,00;346,08;5;;;;;;;; ANCHO:  192  CM  | ALTO:  78.2  CM   | LARGO:  92.2  CM  | PESO:  52000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense cae19-12chr1 12000btu c/control kit incluido;1822000;1;0;;;;;249;;TOKYO;;;;71,50;71,50;71,50;251,29;50;;;;;;;; ANCHO:  71.5  CM  | ALTO:  85.2  CM   | LARGO:  165  CM  | PESO:  42000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-12CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense cae19-18chr1 18000btu c/control kit incluido;3061000;1;0;;;;;245;;TOKYO;;;;77,00;77,00;77,00;319,49;50;;;;;;;; ANCHO:  77  CM  | ALTO:  90.2  CM   | LARGO:  184  CM  | PESO:  52000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-18CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo extense cae19-24chr1 24000btu c/control kit incluido;4052000;1;0;;;;;248;;TOKYO;;;;82,00;82,00;82,00;425,51;0;;;;;;;; ANCHO:  82  CM  | ALTO:  104.2  CM   | LARGO:  199.2  CM  | PESO:  66000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-24CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo mod 60chr1 60000btu/h piso/techo gas ecologico r410a fc/c;40000;1;0;;;;;250;;TOKYO;;;;153,00;153,00;153,00;1152,09;5;;;;;;;; ANCHO:  153  CM  | ALTO:  120  CM   | LARGO:  251  CM  | PESO:  155000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH19-PT-60CHR1N.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo mod ca17-pt-48chr1 48000btu/h piso/techo gas ecologico r410a f;9092000;1;0;;;;;153;;TOKYO;;;;115,00;115,00;115,00;1344,35;50;;;;;;;; ANCHO:  115  CM  | ALTO:  167  CM   | LARGO:  280  CM  | PESO:  166000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCA17-PT-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo optima inverter 12000btu ctfh18-12chc/control kit incluido;60000;1;0;;;;;254;;TOKYO;;;;172,00;172,00;172,00;287,02;50;;;;;;;; ANCHO:  172  CM  | ALTO:  74  CM   | LARGO:  90.2  CM  | PESO:  34400  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-12CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo optima inverter 12000btu etfh18-12chrdi1 c/control;2451000;1;0;;;;;186;;TOKYO;;;;164,60;164,60;164,60;237,46;50;;;;;;;; ANCHO:  164.6  CM  | ALTO:  67.1  CM   | LARGO:  86  CM  | PESO:  37500  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOETFH18-12CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo optima inverter 18000btu ctfh18-18chc/control kit incluido;3864000;1;0;;;;;256;;TOKYO;;;;184,00;184,00;184,00;319,49;50;;;;;;;; ANCHO:  184  CM  | ALTO:  77  CM   | LARGO:  90.2  CM  | PESO:  43400  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-18CHRDI1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo piso/techo inverter cch18-pti-36chr1 36000btu f/c 380v/3p/50hz;9064000;1;0;;;;;195;;TOKYO;;;;244,50;244,50;244,50;826,84;50;;;;;;;; ANCHO:  244.5  CM  | ALTO:  167  CM   | LARGO:  81  CM  | PESO:  114000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-PTI-36CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo piso/techo inverter ech18-pti-48chr1 48000btu f/c 220v/1p/50hz;10502000;1;0;;;;;189;;TOKYO;;;;271,40;271,40;271,40;1097,62;50;;;;;;;; ANCHO:  271.4  CM  | ALTO:  221  CM   | LARGO:  73.2  CM  | PESO:  162000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-PTI-48CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire Tokyo piso/techo inverter ech18-pti-60chr1 60000btu f/c 220v/1p/50hz;11731000;1;0;;;;;198;;TOKYO;;;;271,40;271,40;271,40;948,62;50;;;;;;;; ANCHO:  271.4  CM  | ALTO:  191  CM   | LARGO:  73.2  CM  | PESO:  162000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-PTI-60CHR1.jpg;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Acondicionadores de aire tokyo techo suspendido Lg inverter ,48.000 btu/h, f/c, 220-240v-1f-50/60hz + control;40000;1;0;;;;;252;;LG;;;;285,50;285,50;285,50;1560,54;5;;;;;;;; ANCHO:  285.5  CM  | ALTO:  177.9  CM   | LARGO:  122.9  CM  | PESO:  100000  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC19-PT-48CHR1.jpg;;;Marca:LG&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;
;Afeitadora electrica mod pr1335-bateria recargable led indicador de carga;224000;1;0;;;;;EDRAPR1335-N;;REMINGTON;;;;13,00;13,00;13,00;0,64;50;;;;;;;; ANCHO:  13  CM  | ALTO:  8.5  CM   | LARGO:  23  CM  | PESO:  0  GR;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRAPR1335-N.jpg;;;Marca:REMINGTON&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;;
