ID;Nombre;Precio impuestos incluidos;ID regla de impuestos;En oferta (0/1);Valor del descuento;Porcentaje de descuento;Descuento desde (aaaa-mm-dd);Descuento hasta (aaaa-mm-dd);Referencia nº;N° de referencia proveedor;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Cantidad;Cantidad mínima;Nivel de stock bajo;Envíame un mensaje de correo electrónico cuando la cantidad esté por debajo de este nivel;Visible en;Coste adicional del envío;Unidad para el precio unitario;Resumen;Descripción;Etiquetas (x,y,z...);Meta-título;Meta keywords;Meta descripción;URL reescrita;Disponible para pedidos (0 = No, 1 = Si);Fecha de disponibilidad del producto;Fecha de creación del producto;URL's de las imágenes (x,y,z...);Textos alternativos de imagen (x,y,z...);Elimine las imágenes existentes (0 = No, 1 = Si);Característica (Nombre:Valor:Posición:Personalizado);Estado;Destacado;
;Accesorio turbo chef chefcomm pro full acceso con usb smart mod con-7006;749000;1;0;;;;;GHTA-CON7006;;TURBOCHEF;;;;20,00;20,00;20,00;0,46;5;;;;;;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-CON7006.jpg;;;;;;
;Accesorio turbo chef kit panini grill estante/bandeja p/horno sota mod i13221;1707000;1;0;;;;;GHTA-I13221;;TURBOCHEF;;;;22,00;22,00;22,00;0,39;5;;;;;;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-I13221.jpg;;;;;;
;Accesorio turbo chef kit parrilla panini y bandeja mod enc-3017;1707000;1;0;;;;;GHTA-ENC3017;;TURBOCHEF;;;;35,50;35,50;35,50;0,85;0;;;;;;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-ENC3017.jpg;;;;;;
;Accesorio turbo chef pantalla de cocina med 35.6cmx35.6cm mod 100019;96000;1;0;;;;;GHTA-100019;;TURBOCHEF;;;;35,60;35,60;35,60;1,58;0;;;;;;;;Marca:TURBOCHEF&Producto:ACCESORIOS&Segmento:GASTRONOMIA Y EQUIPOS COMERCIALES&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/GHTA-100019.jpg;;;;;;
;Acondicionador de aire portatil Tokyo tokport12b 12000btu control remoto;2306000;1;0;;;;;AATOKPORT19-12CHR1;;TOKYO;;;;52,00;52,00;52,00;51,77;50;;;;;;;;Marca:TOKYO&Producto:AIRES PORTATILES&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOKPORT19-12CHR1.jpg;;;;;;
;Acondicionadores de aire  optima inverter 24000btu ctfh18-24chc/control kit incluido;5215000;1;0;;;;;201;;TOKYO;;;;200,40;200,40;200,40;364,44;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCTFH18-24CHRDI1.jpg;;;;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-18chr1 18000btu f/c horiz 220v/1p/50hz;5766000;1;0;;;;;233;;TOKYO;;;;191,00;191,00;191,00;657,30;20;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-18CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo  extense cae19-36chr1 36000btu kit incluido;121000;1;0;;;;;247;;TOKYO;;;;55,00;55,00;55,00;448,81;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-36CHR1.jpg;;;;;;
;Acondicionadores de aire Lg inverter, 48.000 btu/h, f/c,-220-240v-1f-50/60hz;60000;1;0;;;;;255;;LG;;;;204,20;204,20;204,20;984,77;5;;;;;;;;Marca:LG&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGE19-C-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-60chr1 60000btu f/c horiz 220v/1p/50hz;11731000;1;0;;;;;237;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-60CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo casette slim f/c 60000btu ech18-cs-60chr1 desc vert 220v/50hz;10483000;1;0;;;;;228;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-60CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo casete inverter ech18-ci-48chr1 48000btu f/c horiz 220v/1p/50hz;10502000;1;0;;;;;236;;TOKYO;;;;188,40;188,40;188,40;905,97;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CI-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo cassette slim f/c48000btu ech18-cs-48chr1 desc vert 220v/50hz;9092000;1;0;;;;;227;;TOKYO;;;;168,00;168,00;168,00;882,00;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-CS-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo cassette f/c12000btu ech18-c-12chr1 desc horiz 220v/50hz;4255000;1;0;;;;;224;;TOKYO;;;;101,00;101,00;101,00;403,60;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-12CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo cassette f/c 18000btu ech18-c-18chr1 desc horiz 220v/50hz;4982000;1;0;;;;;225;;TOKYO;;;;125,50;125,50;125,50;490,71;20;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS CASETTE&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-C-18CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo ducto vertical f/c 48000btu mod ech18-dv-48chr1 220v/50hz;9092000;1;0;;;;;184;;TOKYO;;;;132,00;132,00;132,00;936,78;50;;;;;;;;Marca:TOKYO&Producto:AIRES TIPO DUCTO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-DV-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense 12 mts 24000btu cafh19-24chr1 kit incluido;4052000;1;0;;;;;242;;TOKYO;;;;82,00;82,00;82,00;425,51;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-24CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense 12000btu eafh19-12chr1;1822000;1;0;;;;;240;;TOKYO;;;;162,00;162,00;162,00;237,38;5;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOEAFH19-12CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense 18000btu cafh19-18chr1 kit incluido;3061000;1;0;;;;;241;;TOKYO;;;;192,00;192,00;192,00;346,08;5;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAFH19-18CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense cae19-18chr1 18000btu c/control kit incluido;3061000;1;0;;;;;245;;TOKYO;;;;77,00;77,00;77,00;319,49;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-18CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense cae19-12chr1 12000btu c/control kit incluido;1822000;1;0;;;;;249;;TOKYO;;;;71,50;71,50;71,50;251,29;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-12CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo mod ca17-pt-48chr1 48000btu/h piso/techo gas ecologico r410a f;9092000;1;0;;;;;153;;TOKYO;;;;115,00;115,00;115,00;1344,35;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCA17-PT-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo extense cae19-24chr1 24000btu c/control kit incluido;4052000;1;0;;;;;248;;TOKYO;;;;82,00;82,00;82,00;425,51;0;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAE19-24CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo optima inverter 12000btu ctfh18-12chc/control kit incluido;60000;1;0;;;;;254;;TOKYO;;;;172,00;172,00;172,00;287,02;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-12CHRDI1.jpg;;;;;;
;Acondicionadores de aire Tokyo mod 60chr1 60000btu/h piso/techo gas ecologico r410a fc/c;40000;1;0;;;;;250;;TOKYO;;;;153,00;153,00;153,00;1152,09;5;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH19-PT-60CHR1N.jpg;;;;;;
;Acondicionadores de aire Tokyo optima inverter 18000btu ctfh18-18chc/control kit incluido;3864000;1;0;;;;;256;;TOKYO;;;;184,00;184,00;184,00;319,49;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOCAUF19-18CHRDI1.jpg;;;;;;
;Acondicionadores de aire Tokyo optima inverter 12000btu etfh18-12chrdi1 c/control;2451000;1;0;;;;;186;;TOKYO;;;;164,60;164,60;164,60;237,46;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PARED&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATOETFH18-12CHRDI1.jpg;;;;;;
;Acondicionadores de aire Tokyo piso/techo inverter ech18-pti-48chr1 48000btu f/c 220v/1p/50hz;10502000;1;0;;;;;189;;TOKYO;;;;271,40;271,40;271,40;1097,62;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-PTI-48CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo piso/techo inverter ech18-pti-60chr1 60000btu f/c 220v/1p/50hz;11731000;1;0;;;;;198;;TOKYO;;;;271,40;271,40;271,40;948,62;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATECH18-PTI-60CHR1.jpg;;;;;;
;Acondicionadores de aire Tokyo piso/techo inverter cch18-pti-36chr1 36000btu f/c 380v/3p/50hz;9064000;1;0;;;;;195;;TOKYO;;;;244,50;244,50;244,50;826,84;50;;;;;;;;Marca:TOKYO&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AATCCH18-PTI-36CHR1.jpg;;;;;;
;Afeitadora electrica mod pr1335-bateria recargable led indicador de carga;224000;1;0;;;;;EDRAPR1335-N;;REMINGTON;;;;13,00;13,00;13,00;0,64;50;;;;;;;;Marca:REMINGTON&Producto:AFEITADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/EDRAPR1335-N.jpg;;;;;;
;Acondicionadores de aire tokyo techo suspendido Lg inverter ,48.000 btu/h, f/c, 220-240v-1f-50/60hz + control;40000;1;0;;;;;252;;LG;;;;285,50;285,50;285,50;1560,54;5;;;;;;;;Marca:LG&Producto:AIRES SPLITS PISO-TECHO&Segmento:CLIMATIZACION&Vendedor:Sara Comercial;;;;;;;;;http://181.40.23.235:8099/files/imagenes/productos/AALGC19-PT-48CHR1.jpg;;;;;;
